"","file","chromosome","position.1","position.2","per.meth","count.c","count.t","well","sample","region","age","morph","sex","allele","allele.morph","nest","bird","bird2"
"2226","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258795,2258795,1.47428880137619,1037,69302,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2227","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258806,2258806,3.99052660113281,2797,67294,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2228","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258813,2258813,0,0,19,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2229","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258830,2258830,2.29818434742287,1586,67425,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2230","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258835,2258835,0,0,1,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2231","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258839,2258839,2.61492120312568,1797,66924,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2232","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258841,2258841,3.30110376561726,2267,66407,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2233","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258850,2258850,2.60502980084315,1792,66998,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2234","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258852,2258852,5.56412420335826,3824,64902,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2235","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258858,2258858,1.87980261349001,1299,67804,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2236","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258863,2258863,7.46089049338147,5146,63827,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2237","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258869,2258869,5.00860311447203,3464,65697,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2238","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258880,2258880,4.50386746709767,3121,66175,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2239","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258884,2258884,3.2514450867052,2250,66950,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2240","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258890,2258890,3.84931684725368,2668,66643,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2241","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258893,2258893,3.80281284223875,2639,66757,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2242","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258899,2258899,0,0,2,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2243","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258906,2258906,8.29675469525797,5765,63720,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2244","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258910,2258910,2.52760771299422,1767,68141,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2245","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258928,2258928,3.84832970327836,2721,67985,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2246","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258937,2258937,1.48162781509285,1050,69818,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2247","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258943,2258943,8.45116088923975,5995,64942,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2248","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258947,2258947,3.32910500352361,2362,68588,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2249","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258949,2258949,0,0,3,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2250","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259007,2259007,2.66432357359485,1880,68682,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2251","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259027,2259027,0,0,1,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2252","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259032,2259032,0,0,2,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2253","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259042,2259042,2.36142812861048,1676,69298,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2254","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259044,2259044,0,0,1,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2255","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259049,2259049,3.3701704066138,2397,68727,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2256","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259053,2259053,0,0,20,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2257","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259063,2259063,0,0,3,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2258","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259066,2259066,0,0,158,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2259","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259082,2259082,0,0,2,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2260","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259083,2259083,68.4897902292843,49138,22607,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2261","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259110,2259110,0,0,3,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2262","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259122,2259122,0,0,3,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2263","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259150,2259150,0,0,3,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2264","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259153,2259153,0,0,3,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2265","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259155,2259155,33.3333333333333,1,2,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2266","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259179,2259179,0,0,3,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2267","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259207,2259207,0,0,3,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2268","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259224,2259224,0,0,2,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2269","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259236,2259236,0,0,3,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2270","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259241,2259241,0,0,3,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2271","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259250,2259250,0,0,3,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2272","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259256,2259256,0,0,3,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2273","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259268,2259268,0,0,3,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2274","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259270,2259270,0,0,3,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2275","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259278,2259278,0,0,3,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2276","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259280,2259280,0,0,3,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2277","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259284,2259284,0,0,3,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2278","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259293,2259293,0,0,3,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2279","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259296,2259296,0,0,3,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2280","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259300,2259300,0,0,2,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2281","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259303,2259303,0,0,2,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2282","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259312,2259312,0,0,1,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2283","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259319,2259319,0,0,1,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2284","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259338,2259338,0,0,1,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2285","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259341,2259341,0,0,1,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2286","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259422,2259422,0,0,1,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2287","B8-23626_S7_genome1_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259424,2259424,0,0,1,"B8","7","HYP","Adult","Tan","m","ZAL2","ZAL2-TS","AH","23626",NA
"2288","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258341,2258341,66.6666666666667,4,2,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2289","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258417,2258417,0,0,5,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2290","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258431,2258431,0,0,5,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2291","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258440,2258440,0,0,5,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2292","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258539,2258539,0,0,2,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2293","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258541,2258541,0,0,2,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2294","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258572,2258572,0,0,3,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2295","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258582,2258582,0,0,3,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2296","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258616,2258616,50,1,1,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2297","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258619,2258619,0,0,3,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2298","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258627,2258627,0,0,3,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2299","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258632,2258632,33.3333333333333,1,2,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2300","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258636,2258636,0,0,3,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2301","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258638,2258638,0,0,3,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2302","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258647,2258647,0,0,3,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2303","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258674,2258674,16.6666666666667,1,5,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2304","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258707,2258707,44,11,14,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2305","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258760,2258760,0,0,16,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2306","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258795,2258795,0,0,15,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2307","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258806,2258806,14.2857142857143,2,12,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2308","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258830,2258830,0,0,12,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2309","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258839,2258839,0,0,11,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2310","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258841,2258841,0,0,12,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2311","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258850,2258850,0,0,12,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2312","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258852,2258852,0,0,12,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2313","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258858,2258858,7.69230769230769,1,12,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2314","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258863,2258863,0,0,13,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2315","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258869,2258869,15.3846153846154,2,11,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2316","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258880,2258880,0,0,15,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2317","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258884,2258884,0,0,15,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2318","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258890,2258890,0,0,16,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2319","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258893,2258893,0,0,16,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2320","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258906,2258906,6.25,1,15,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2321","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258910,2258910,6.25,1,15,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2322","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258928,2258928,0,0,16,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2323","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258937,2258937,18.75,3,13,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2324","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258943,2258943,0,0,16,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2325","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2258947,2258947,6.25,1,15,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2326","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259007,2259007,7.69230769230769,1,12,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2327","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259042,2259042,7.14285714285714,1,13,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2328","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259049,2259049,0,0,15,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2329","B8-23626_S7_genome2_allele_3XC.gz.bismark.cov.gz","NW_005081596.1",2259083,2259083,47.3684210526316,9,10,"B8","7","HYP","Adult","Tan","m","unk","ZAL2-TS","AH","23626",NA
"2330","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",1726411,1726411,0,0,1,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2331","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",1726431,1726431,100,1,0,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2332","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",1726483,1726483,100,1,0,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2333","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",1748236,1748236,100,1,0,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2334","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",1801288,1801288,50,1,1,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2335","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",1801295,1801295,100,1,0,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2336","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",1801304,1801304,50,1,1,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2337","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",1801369,1801369,100,2,0,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2338","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",1801376,1801376,100,2,0,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2339","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",1801393,1801393,100,2,0,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2340","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",1801468,1801468,100,2,0,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2341","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",1801477,1801477,100,2,0,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2342","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",1801495,1801495,100,2,0,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2343","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",1801510,1801510,100,2,0,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2344","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",1801559,1801559,100,2,0,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2345","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",1801574,1801574,100,2,0,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2346","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",1801597,1801597,0,0,1,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2347","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258187,2258187,0,0,7,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2348","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258219,2258219,0,0,5,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2349","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258251,2258251,29.8267922368068,58876,138517,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2350","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258266,2258266,48,12,13,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2351","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258330,2258330,32.7312417504315,64474,132506,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2352","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258332,2258332,0,0,5,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2353","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258341,2258341,30.1044206777226,59505,138157,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2354","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258379,2258379,0,0,6,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2355","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258417,2258417,0.25900276303537,509,196014,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2356","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258431,2258431,12.7463863337714,97,664,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2357","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258440,2258440,16.2778533850623,32055,164869,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2358","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258477,2258477,0,0,2,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2359","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258479,2258479,0,0,1,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
"2360","B8-23626_S7_morph_3XC.gz.bismark.cov.gz","NW_005081596.1",2258539,2258539,10.8108108108108,4,33,"B8","7","HYP","Adult","Tan","m","het","homo-TS","AH","23626",NA
